source_type,set_code,question_no,global_no,subject,topic,question_format,difficulty,legal_basis_hint,objective,draft_status,fact_check_status,question_text_draft,scenario_outline,correct_answer_text_draft,correct_rationale_points,choices_summary,sub_statements_summary,explanation_draft,fact_check_sources,fact_check_checklist,notes
original,orig_set02,15,35,標準管理規約,専有部分への立入り,single_choice,standard,マンション標準管理規約23条,管理上必要な専有部分への立入り請求の考え方を押さえているかを確認する。,drafting,checked,マンション標準管理規約による専有部分等への立入りに関する次の記述のうち、最も適切なものはどれか。,給排水事故の調査や設備点検のための立入りと受忍義務を問う。,4,管理を行うため必要があるときは専有部分等への立入り請求があり得る / 請求を受けた区分所有者等は正当な理由なく拒めない / 立入りは必要最小限であるべき,1:専有部分への立入りは所有権の侵害となるため、管理上必要であっても一切認められない。 / 2:理事長は、管理上必要であるかどうかにかかわらず、いつでも自由に専有部分へ立ち入ることができる。 / 3:立入り請求を受けた区分所有者は、理由の有無を問わず自由にこれを拒むことができる。 / 4:管理を行うため必要があるときは、必要な範囲で専有部分等への立入りを請求することができ、請求を受けた者は正当な理由なくこれを拒んではならない。,,正解は4です。標準管理規約では、管理を行うため必要があるときは、必要な範囲で専有部分等への立入りを請求でき、請求を受けた区分所有者等は正当な理由なくこれを拒むことができないという整理です。したがって4が最も適切です。1と3は受忍義務を否定しており誤りで、2は管理上の必要性や範囲の限定を無視しています。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,23条の必要性・範囲・正当理由の要件が落ちていないか / 理事長の権限を広げ過ぎていないか / 専有部分立入りの受忍義務を適切に説明できているか,既存の過去問頻出論点をオリジナル文面にした。
original,orig_set02,16,36,民法・借地借家法,使用貸借,case_based,standard,民法593条 / 民法593条の2 / 民法594条 / 民法595条,使用貸借の成立、解除、目的物の使用収益及び費用負担の基本を押さえているかを確認する。,drafting,checked,Aは、自己所有の物置を1年間Bに無償で使わせる約束を口頭でしたが、引渡し前に事情が変わったため貸すのをやめたいと考えている。この場合に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,口頭の使用貸借予約、第三者使用、通常必要費の負担を対比させる。,4,書面によらない使用貸借は、貸主は目的物を受け取るまで解除できる / 借主は貸主の承諾なく第三者に使用収益させられない / 通常必要費は借主負担が原則,1:使用貸借は無償契約であるから、必ず書面でしなければ成立しない。 / 2:Bは、Aの承諾がなくても、無償である限り第三者に物置を使用させることができる。 / 3:物置の通常の保存に必要な費用は、常にAが負担しなければならない。 / 4:この約束が書面によらないものである場合、Aは、Bが物置の引渡しを受ける前であれば、使用貸借を解除することができる。,,正解は4です。民法593条の2により、書面によらない使用貸借は、各当事者が目的物を受け取るまで、解除することができます。したがって4が正しいです。1は、使用貸借の成立に書面を要するわけではありません。2も、借主は貸主の承諾を得なければ第三者に使用収益させることができません。3についても、通常の必要費は借主の負担が原則です。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,593条の2の解除要件が正しいか / 594条2項の第三者使用禁止と矛盾していないか / 595条1項の通常必要費負担を逆にしていないか,口頭契約と引渡前解除を中心に据えた。
original,orig_set02,17,37,区分所有法,義務違反者への措置,single_choice,advanced,区分所有法57条 / 区分所有法58条 / 区分所有法59条,共同の利益に反する行為に対する差止め、使用禁止、競売請求の段階的な関係を理解しているかを確認する。,drafting,checked,ある区分所有者が、専有部分内に大量の危険物を継続的に持ち込み、他の区分所有者の共同生活上重大な障害を生じさせている。差止め請求等によっても障害の除去が困難である場合に関する次の記述のうち、建物の区分所有等に関する法律の規定によれば、正しいものはどれか。,57条から59条への段階的な救済手段の切り替えを問う。,3,共同の利益に反する行為に対しては差止め等がある / それだけでは障害除去が困難な場合、競売請求まで進み得る / 競売請求には集会決議等の要件がある,1:共同の利益に反する行為があれば、理事長は集会決議を経ることなく直ちに専有部分の競売を請求できる。 / 2:専有部分の使用禁止請求は、普通決議だけで足り、裁判手続を要しない。 / 3:共同生活上の障害が著しく、他の方法によってはその障害を除去して共用部分の利用を確保することが困難であるときは、集会の決議に基づき、その区分所有権及び敷地利用権の競売を請求することがあり得る。 / 4:競売請求をするには、違反行為者本人の承諾が必要であり、承諾がなければ常に請求できない。,,正解は3です。区分所有法では、共同の利益に反する行為に対して差止め等の請求が用意されており、それによっても障害の除去が困難で、共同生活上の障害が著しいときは、集会の決議を経て区分所有権等の競売請求に至る場合があります。したがって3が正しいです。1と2は、集会決議や裁判手続の要件を軽視しており誤りです。4のような違反者本人の承諾も要件ではありません。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,57条・58条・59条の段階関係が崩れていないか / 競売請求の手続を省略していないか / 使用禁止請求と競売請求を混同していないか,高度論点なので、条文の順番どおりに理解できるようにした。
original,orig_set02,18,38,建築・設備,エレベーター保守,comparison_table,advanced,昇降機保守契約実務 / 国土交通省関係資料,POG契約とFM契約の基本的な違いを整理できるかを確認する。,drafting,checked,エレベーターの保守契約に関する次の記述のうち、POG契約とFM契約の違いについて最も適切なものはどれか。,点検中心の契約と、修理費を含む契約の違いを問う。,2,POG契約は点検・調整中心で、部品取替え等は別途となることが多い / FM契約は保守に加え、通常の修理・部品取替え費用を含む形が多い / 全面更新費用まで当然に含むわけではない,1:POG契約は、通常の修理・部品取替え費用まで一律に含むが、FM契約は点検のみを対象とする。 / 2:FM契約は、定期点検に加えて通常の修理や部品取替え費用を含む形が多く、POG契約は点検・調整中心で修理費等が別途となることが多い。 / 3:POG契約とFM契約の違いは名称だけであり、実務上の費用負担範囲は同一である。 / 4:FM契約であれば、エレベーターの全面更新費用まで当然に保守費用に含まれる。,,正解は2です。実務上、POG契約は定期点検や調整を中心とし、部品取替えや修理費は別途となることが多いのに対し、FM契約はこれらの費用まで含める包括的な形が一般的です。したがって2が最も適切です。1は両者を逆にしており、3も誤りです。4のように、全面更新費用まで当然に含まれるわけでもありません。,https://www.mlit.go.jp/jutakukentiku/build/house_maintenance.html / https://www.mlit.go.jp/common/001222285.pdf,POGとFMの説明が逆転していないか / 包括される費用範囲を広げ過ぎていないか / 全面更新費用を当然含むとしていないか,保守契約実務の典型差に絞って、細かな例外は持ち込まないようにした。
original,orig_set02,19,39,標準管理規約,特別の影響,case_based,advanced,区分所有法31条 / マンション標準管理規約47条,規約の変更が一部の区分所有者に特別の影響を及ぼす場合の承諾要件を事例で判断できるかを確認する。,drafting,checked,管理組合が規約を改正し、これまで無償で認めていた1階住戸の専用庭使用について、新たに当該住戸所有者のみを対象とする高額の使用料負担を課すことを検討している。この場合に関する次の記述のうち、最も適切なものはどれか。,一部の区分所有者の権利に特別の影響を及ぼす規約変更の承諾要件を問う。,2,規約変更は原則として区分所有者及び議決権の各4分の3以上 / 一部の区分所有者の権利に特別の影響を及ぼすときは、その承諾も必要 / 単なる多数決だけでは足りない場合がある,1:規約変更は常に集会の特別決議だけで足り、特定の区分所有者の承諾は不要である。 / 2:この規約変更が一部の区分所有者の権利に特別の影響を及ぼすと評価されるときは、その区分所有者の承諾も必要になる。 / 3:管理組合が専用庭の維持管理費を説明していれば、集会決議も承諾も不要である。 / 4:特別の影響があるかどうかは、理事会が内部的に判断すれば足り、区分所有法上の問題にはならない。,,正解は2です。区分所有法31条1項では、規約の設定、変更又は廃止について、区分所有者及び議決権の各4分の3以上の決議を要するだけでなく、その結果が一部の区分所有者の権利に特別の影響を及ぼすときは、その承諾を得なければならないとされています。したがって2が最も適切です。1、3、4はいずれもこの承諾要件を無視しており誤りです。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en / https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,31条後段の承諾要件を落としていないか / 単なる特別決議だけで足りる構成になっていないか / 事例が一部区分所有者への個別負担として自然か,標準管理規約の運用問題として見せつつ、根拠は区分所有法31条に置いている。
original,orig_set02,20,40,民法・借地借家法,賃貸借の対抗力,count,advanced,借地借家法31条 / 民法605条 / 民法605条の2,不動産賃貸借の対抗要件と賃貸人たる地位の移転を横断的に整理できるかを確認する。,drafting,checked,賃貸借の対抗力に関する次のアからエまでの記述のうち、民法及び借地借家法の規定によれば、正しいものはいくつあるか。,建物賃貸借の引渡し対抗要件と、不動産賃貸借の登記・賃貸人地位移転を対比させる。,2,建物賃貸借は引渡しがあれば後の第三者に対抗できる / 不動産賃貸借は登記があれば不動産物権取得者に対抗できる / 賃貸人たる地位の移転には賃借権の対抗要件具備が関係する,1:一つ / 2:二つ / 3:三つ / 4:四つ,ア:建物の賃貸借は、その登記がなくても、建物の引渡しがあれば、その後にその建物について物権を取得した者に対抗することができる。 / イ:不動産の賃貸借は、これを登記したときは、その不動産について物権を取得した者その他の第三者に対抗することができる。 / ウ:賃借権に対抗要件が備わっていなくても、賃貸人たる地位は当然にその不動産の譲受人に移転する。 / エ:建物賃貸借は、賃貸借契約が売買契約より先に成立していれば、引渡しがなくても常に第三者に対抗できる。,正解は2です。正しいのはアとイの二つです。アは借地借家法31条による建物賃貸借の対抗要件で、建物の引渡しがあれば後の物権取得者に対抗できます。イも民法605条の内容として正しいです。ウは、民法605条の2により、賃貸人たる地位の移転には賃借権が対抗要件を備えていることが前提となるため誤りです。エも、契約の先後だけでは足りず、対抗要件が必要です。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848 / https://www.japaneselawtranslation.go.jp/en/laws/view/4846,借地借家法31条の引渡し対抗要件が正しいか / 民法605条と605条の2を混同していないか / 個数問題として正答が一意に二つになるか,民法と借地借家法を横断するので、条文ごとの役割を分けて書いた。
original,orig_set03,1,41,区分所有法,一部滅失と建替え,case_based,basic,区分所有法61条 / 区分所有法62条,一部滅失後の復旧と建替えが別の意思決定場面であることを整理できるかを確認する。,drafting,checked,マンションの共用部分が火災で一部滅失したため、管理組合では復旧工事を行うか、建替えも含めて検討するかが問題となっている。この場合に関する次の記述のうち、建物の区分所有等に関する法律の考え方として最も適切なものはどれか。,一部滅失後、復旧の要否と建替え検討を区別させる。,2,一部滅失時には復旧の意思決定が問題となる / 建替えは別途の法定決議事項である / 復旧と建替えを無条件に同一視しない,1:共用部分が一部でも滅失したときは、区分所有者の意思にかかわらず当然に建替えをしなければならない。 / 2:共用部分の一部滅失後には、復旧を行うかどうかの決定が問題となり、建替えをするには別途、区分所有法上の要件を満たす決議が必要となる。 / 3:一部滅失については、理事長が単独で復旧方法を最終決定することができ、集会決議は不要である。 / 4:一部滅失後に建替えを検討する場合でも、区分所有法の規律は及ばず、民法の共有の規定だけで処理される。,,正解は2です。区分所有法では、共用部分が一部滅失した場合、まず復旧に関する意思決定が問題となりますが、建替えはこれとは別の重大な意思決定であり、法定の決議要件を満たす必要があります。したがって2が最も適切です。1、3、4はいずれも一部滅失後の法的処理を単純化し過ぎています。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,復旧と建替えを別の決議事項として整理できているか / 理事長単独決定のような過大な権限設定になっていないか / 一部滅失後にも区分所有法が適用される前提を崩していないか,条文数値の暗記問題ではなく、処理の筋道を問う形にした。
original,orig_set03,2,42,建築・設備,配管更新,combination,basic,設備改修実務 / 長期修繕計画の基礎,配管更新で問題になりやすい劣化診断と更新計画の基本を整理できるかを確認する。,drafting,checked,配管更新に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,劣化診断、部分更新、専有部分との取り合い、断水計画を問う。,4,更新時期は劣化状況や漏水履歴も踏まえて判断する / 更新工事では共用部分と専有部分との取り合いが問題になる / 工事中の断水・排水制限への対応計画が必要,1:アとイ / 2:イとウ / 3:アとエ / 4:ウとエ,ア:給水管や排水管の更新時期は、使用年数だけで一律に決まり、漏水履歴や劣化診断を考慮する必要はない。 / イ:共用縦管の更新工事であっても、専有部分内の取り合いは一切検討する必要がない。 / ウ:配管更新では、共用部分の工事であっても、専有部分内の接続部や復旧範囲を事前に整理することが重要である。 / エ:断水や排水制限を伴うことがあるため、工事工程や居住者への周知方法をあらかじめ計画することが望ましい。,正解は4です。ウとエが適切です。配管更新では、共用部分だけでなく専有部分との接続部の処理や復旧範囲を整理する必要がありますし、断水や排水制限を伴うことがあるため、工程や居住者周知も重要です。アは、更新時期の判断要素を使用年数だけに限定しており不適切です。イも、取り合いの検討を不要とする点で誤りです。,配管更新実務の基本論点,使用年数だけで更新時期を決める構成になっていないか / 共用部分工事と専有部分接続部の関係を落としていないか / 居住者周知の必要性が自然に表現できているか,数値よりも更新実務の判断ポイントを問う。
original,orig_set03,3,43,標準管理規約,役員の任務,combination,basic,マンション標準管理規約35条 / マンション標準管理規約37条,理事と監事の役割の違いを基本レベルで整理できるかを確認する。,drafting,checked,マンション標準管理規約による役員の任務に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,理事会運営と監査機能を対比する。,2,理事長は管理組合を代表し、業務を統括する / 監事は会計及び業務の執行状況を監査する / 監事は理事長の指揮監督下で業務執行を行うわけではない,1:アとイ / 2:アとウ / 3:イとエ / 4:ウとエ,ア:理事長は、管理組合を代表し、その業務を統括する。 / イ:監事は、理事長の指揮監督の下で、日常の管理組合業務を執行する役員である。 / ウ:監事は、管理組合の業務の執行状況及び財産の状況を監査する立場にある。 / エ:理事は、総会で選任されても、理事会に出席して意見を述べることはできない。,正解は2です。アとウが適切です。理事長は管理組合を代表して業務を統括し、監事は業務執行状況や財産状況を監査します。イは、監事を執行役員のように扱っており誤りです。エも、理事は理事会の構成員であるため不適切です。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,理事長の代表権と業務統括を正しく表現しているか / 監事の監査機能を業務執行と混同していないか / 理事会構成員としての理事の地位を落としていないか,役員構成の入口論点。
original,orig_set03,4,44,民法・借地借家法,相続と債務承継,combination,basic,民法896条 / 民法915条,相続による権利義務の承継と、限定承認・相続放棄の基本を整理できるかを確認する。,drafting,checked,相続と債務承継に関する次のアからエまでの記述のうち、民法の規定によれば、正しいもののみの組合せはどれか。,包括承継と熟慮期間を問う。,3,相続人は被相続人の権利義務を包括承継する / 一身専属権は承継されない / 相続放棄や限定承認には熟慮期間がある,1:アとイ / 2:イとウ / 3:アとエ / 4:ウとエ,ア:相続人は、相続開始と同時に、被相続人の財産に属した権利義務を包括して承継するのが原則である。 / イ:相続放棄は、相続開始を知った時から1年以内であればいつでもすることができる。 / ウ:一身専属権であっても、相続人は必ずこれを承継する。 / エ:相続人は、自己のために相続の開始があったことを知った時から3か月以内に、限定承認又は相続放棄をするかどうかを選択するのが原則である。,正解は3です。アとエが正しいです。相続人は、原則として被相続人の権利義務を包括承継しますが、一身専属権は承継されません。また、限定承認又は相続放棄は、自己のために相続の開始があったことを知った時から3か月以内に行うのが原則です。したがってイとウは誤りです。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,包括承継の原則と一身専属権の例外が整理できているか / 熟慮期間を3か月としているか / 放棄と限定承認の関係が自然か,相続法の入口に絞った。
original,orig_set03,5,45,区分所有法,管理者,combination,standard,区分所有法25条 / 区分所有法26条,区分所有法上の管理者の選任と権限の基本を理解しているかを確認する。,drafting,checked,管理者に関する次のアからエまでの記述のうち、建物の区分所有等に関する法律の規定によれば、正しいもののみの組合せはどれか。,選任方法、代表権、保存行為を問う。,1,管理者は、規約又は集会の決議で選任される / 管理者は、共用部分等の保存行為をする義務・権限を有する / 管理者は区分所有者を代表して訴訟行為をすることがある,1:アとウ / 2:アとエ / 3:イとウ / 4:イとエ,ア:管理者は、規約により、又は集会の決議によって選任することができる。 / イ:管理者は、区分所有者全員の書面による同意がなければ選任することができない。 / ウ:管理者は、共用部分等を保存し、集会の決議を実行するなどの事務を行う。 / エ:管理者には、区分所有者を代表する権限は一切認められていない。,正解は1です。アとウが正しいです。区分所有法では、管理者は規約又は集会の決議によって選任することができ、共用部分等の保存や集会決議の実行などの事務を行います。イは選任要件を重くし過ぎており、エも管理者の代表機能を否定しているため誤りです。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,25条の選任方法が正しいか / 26条の保存行為・決議実行を落としていないか / 管理者の代表機能を完全否定していないか,管理者の条文構造をそのまま素直に問う設計。
original,orig_set03,6,46,建築・設備,容積率と延べ面積,single_choice,standard,建築基準法52条 / 建築基準法施行令2条,容積率の基本的な考え方を誤りなく押さえているかを確認する。,drafting,checked,容積率に関する次の記述のうち、最も適切なものはどれか。,延べ面積と敷地面積の関係を問う基本問題。,1,容積率は、延べ面積の敷地面積に対する割合である / 建築可能な規模をコントロールする基本指標である,1:容積率は、建築物の延べ面積の敷地面積に対する割合をいう。 / 2:容積率は、建築物の建築面積の敷地面積に対する割合をいう。 / 3:容積率は、階数だけで決まり、延べ面積は関係しない。 / 4:容積率は、専有部分の面積だけを用いて計算し、共用部分は一切考慮しない。,,正解は1です。容積率は、建築物の延べ面積の敷地面積に対する割合であり、建築物の規模を規制する代表的な指標です。2は建ぺい率の考え方と混同しています。3と4も容積率の基本的な考え方として誤りです。,https://elaws.e-gov.go.jp/document?lawid=325AC0000000201 / https://elaws.e-gov.go.jp/document?lawid=325CO0000000338,容積率と建ぺい率を取り違えていないか / 延べ面積と敷地面積の関係が正しいか / 専有部分だけで算定するような誤導になっていないか,建築基準法の基礎確認問題。
original,orig_set03,7,47,標準管理規約,議事録,single_choice,standard,マンション標準管理規約49条,総会議事録の作成・署名の基本を押さえているかを確認する。,drafting,checked,マンション標準管理規約による総会の議事録に関する次の記述のうち、最も適切なものはどれか。,議長、作成、署名を問う。,3,議長は議事録を作成する / 議事録には議長及び総会に出席した組合員のうち総会で選任された2名が署名する,1:総会の議事録は、管理会社が作成すれば足り、組合員の署名は不要である。 / 2:議事録には、出席した組合員全員が必ず署名しなければならない。 / 3:議長は議事録を作成し、これに議長及び総会に出席した組合員のうち総会で選任された2名が署名する。 / 4:議事録は、理事会で承認されるまでは作成してはならない。,,正解は3です。標準管理規約では、総会の議事録は議長が作成し、議長及び総会に出席した組合員のうち総会で選任された2名が署名する形が基本です。したがって3が最も適切です。1、2、4はいずれも議事録の作成又は署名のルールを誤っています。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,作成者が議長になっているか / 署名者の人数と範囲が正しいか / 管理会社や理事会承認を必須にしていないか,実務で確認しやすい論点。
original,orig_set03,8,48,民法・借地借家法,同時履行の抗弁,single_choice,standard,民法533条,双務契約における同時履行の抗弁権の基本構造を理解しているかを確認する。,drafting,checked,同時履行の抗弁に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,売買代金支払と引渡しを典型にする。,2,双務契約当事者は、相手方が債務の履行又は履行の提供をするまで、自己の債務の履行を拒める,1:同時履行の抗弁は、片務契約にしか認められない。 / 2:双務契約の当事者の一方は、相手方がその債務の履行又は履行の提供をするまでは、自己の債務の履行を拒むことができるのが原則である。 / 3:相手方が債務を履行しなくても、同時履行の抗弁を主張するには必ず損害の発生を要する。 / 4:同時履行の抗弁は、いったん契約が成立すれば、相手方の履行提供の有無にかかわらず無条件で認められる。,,正解は2です。民法533条は、双務契約の当事者の一方は、相手方がその債務の履行又は履行の提供をするまで、自己の債務の履行を拒むことができると定めています。したがって2が正しいです。1、3、4はいずれも同時履行の抗弁の要件又は趣旨を誤っています。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,双務契約が前提になっているか / 履行又は履行の提供の要件を落としていないか / 損害発生を不要な要件として追加していないか,基本条文そのままの理解を確認。
original,orig_set03,9,49,区分所有法,規約設定変更,precedent_fill,standard,区分所有法31条,規約変更が特定の区分所有者に不利益を及ぼす場合の追加要件を正確に押さえているかを確認する。,drafting,checked,建物の区分所有等に関する法律によれば、規約の設定、変更又は廃止が一部の区分所有者の権利に[　]を及ぼすべきときは、その承諾を得なければならない。この[　]に当てはまる語句として正しいものはどれか。,区分所有法31条後段のキーワードを問う。,4,一部の区分所有者の権利に特別の影響を及ぼすときは承諾が必要,1:重大な管理費負担 / 2:共同生活上の支障 / 3:合理的な不都合 / 4:特別の影響,,正解は4です。区分所有法31条1項後段では、規約の設定、変更又は廃止が一部の区分所有者の権利に特別の影響を及ぼすべきときは、その承諾を得なければならないとされています。したがって空欄には『特別の影響』が入ります。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,31条後段の条文文言を正しく使っているか / 別論点の文言と混同していないか,問39と関連するが、こちらは文言確認に絞った。
original,orig_set03,10,50,建築・設備,非常用照明,case_based,standard,建築基準法施行令126条の4 / 避難安全上の設備基礎,非常用照明の役割と計画上の基本を理解しているかを確認する。,drafting,checked,共用廊下と階段を有するマンションで、停電時の避難安全性を高めるための設備計画を検討している。この場合の非常用照明に関する次の記述のうち、最も適切なものはどれか。,停電時の避難行動と照明確保を問う。,2,非常用照明は停電時に避難上必要な照明を確保する設備 / 避難経路の安全確保という目的を押さえることが重要,1:非常用照明は、美観を高めるための補助照明であり、停電時の避難安全とは関係がない。 / 2:非常用照明は、停電時に避難経路の安全を確保するために必要な照明を確保する設備である。 / 3:非常用照明は、通常時の照明が十分であれば、停電対策として設ける必要はない。 / 4:非常用照明は、火災時の消火活動専用設備であり、避難時の歩行補助には用いない。,,正解は2です。非常用照明は、停電時においても避難経路の安全を確保し、歩行や避難行動に必要な照明を維持するための設備です。したがって2が最も適切です。1、3、4はいずれも非常用照明の役割を誤って理解しています。,https://elaws.e-gov.go.jp/document?lawid=325CO0000000338,停電時の避難安全確保という目的が明確か / 通常照明と非常用照明の役割を混同していないか / 消火活動専用設備のような誤解を残していないか,法令数値ではなく役割理解に寄せた。
original,orig_set03,11,51,標準管理規約,長期修繕計画,case_based,standard,マンション標準管理規約48条 / 長期修繕計画作成ガイドライン,長期修繕計画が固定的な書類ではなく、見直しを前提とする管理資料であることを理解しているかを確認する。,drafting,checked,築15年のマンションで、過去に作成した長期修繕計画と実際の工事実績とのずれが大きくなってきたため、管理組合が見直しを検討している。この場合に関する次の記述のうち、最も適切なものはどれか。,劣化状況、工事実績、物価変動を踏まえた見直しを問う。,3,長期修繕計画は定期的な見直しが望ましい / 工事実績、劣化状況、物価変動等を反映する必要がある / 修繕積立金計画との連動が重要,1:長期修繕計画は一度作成すれば足り、その後の劣化状況や工事実績を反映する必要はない。 / 2:長期修繕計画は、理事長個人の判断で秘密に保管し、組合員に示さないのが適切である。 / 3:長期修繕計画は、劣化状況、工事実績、物価変動等を踏まえて定期的に見直すことが望ましい。 / 4:長期修繕計画と修繕積立金の見通しは無関係であるため、別々に検討すればよい。,,正解は3です。長期修繕計画は、建物・設備の劣化状況や工事実績、物価変動などを踏まえ、定期的に見直していくことが重要です。したがって3が最も適切です。1、2、4はいずれも長期修繕計画の実務上の位置づけを誤っています。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf / https://www.mlit.go.jp/jutakukentiku/house/content/001884488.pdf,定期見直しの考え方が入っているか / 劣化状況・工事実績・物価変動の反映を落としていないか / 修繕積立金計画との関係を切っていないか,管理実務に直結する形にした。
original,orig_set03,12,52,民法・借地借家法,履行遅滞と解除,case_based,standard,民法541条 / 民法542条,催告解除と無催告解除の基本的な区別を理解しているかを確認する。,drafting,checked,売買契約において、売主が目的物の引渡しを約束した期日を過ぎても履行しないため、買主が契約の解除を検討している。この場合に関する次の記述のうち、民法の規定によれば、最も適切なものはどれか。,履行遅滞時の催告解除を中心にする。,1,履行遅滞がある場合、相当の期間を定めて催告し、その期間内に履行がなければ解除できるのが原則 / 一定の場合には無催告解除もあるが、常に認められるわけではない,1:買主は、原則として相当の期間を定めて履行を催告し、その期間内に履行がなければ契約を解除することができる。 / 2:履行期を1日でも過ぎれば、常に催告なく直ちに解除することができる。 / 3:履行遅滞があっても、解除するには相手方の同意がなければならない。 / 4:売主が履行遅滞に陥っていても、損害賠償請求はできるが解除は一切できない。,,正解は1です。民法541条では、債務不履行がある場合、原則として相当の期間を定めて履行を催告し、その期間内に履行がなければ契約を解除できるとされています。したがって1が正しいです。2は無催告解除を一般化し過ぎており、3と4も誤りです。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,催告解除を原則として置けているか / 無催告解除を常時可能としていないか / 解除と損害賠償の関係を誤っていないか,管理業務主任者向けに、解除の入口論点へ絞った。
original,orig_set03,13,53,区分所有法,占有者の地位,single_choice,standard,区分所有法6条3項 / 区分所有法57条4項,占有者にも共同利益義務が及ぶことを押さえているかを確認する。,drafting,checked,区分所有建物の占有者の地位に関する次の記述のうち、建物の区分所有等に関する法律の規定によれば、正しいものはどれか。,賃借人など占有者にも及ぶ義務と是正請求を問う。,4,占有者は、共同の利益に反する行為をしてはならない / 必要に応じて占有者に対する請求もあり得る,1:占有者は区分所有者ではないから、共同の利益に反する行為をしても区分所有法上の規律は及ばない。 / 2:占有者は、区分所有者の承諾があれば、他の区分所有者に重大な迷惑を及ぼす行為も自由に行うことができる。 / 3:占有者に対しては、共同生活上の障害があっても、区分所有法に基づく是正請求をすることは一切できない。 / 4:占有者も、建物の保存に有害な行為その他共同の利益に反する行為をしてはならず、一定の場合には区分所有法に基づく請求の対象となり得る。,,正解は4です。区分所有法では、占有者も建物の保存に有害な行為その他共同の利益に反する行為をしてはならないとされており、必要に応じて占有者に対する請求も認められます。したがって4が正しいです。1から3は、占有者にも及ぶ規律を否定しており誤りです。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,6条3項の占有者義務が反映されているか / 57条4項の請求対象性を否定していないか / 占有者を完全に自由な立場にしていないか,賃借人トラブルとの接続がしやすい論点。
original,orig_set03,14,54,建築・設備,給排水衛生設備,comparison_table,standard,建築設備基礎,給排水衛生設備の基本用語と役割の対応を整理できるかを確認する。,drafting,checked,給排水衛生設備に関する次の対応関係のうち、最も適切なものはどれか。,トラップ、通気管、受水槽、排水ますの役割を対比する。,1,トラップは封水により下水臭や害虫の侵入を防ぐ / 通気管は通気を確保して封水破壊を防ぐ,1:トラップ - 封水によって下水臭や害虫の侵入を防止する / 2:通気管 - 排水の流れを完全に遮断して封水を守る / 3:受水槽 - 排水の臭気を屋外へ逃がすための設備である / 4:排水ます - 上水を一時貯留して各戸へ加圧送水する設備である,,正解は1です。トラップは封水を利用して下水臭や害虫の侵入を防止する設備であり、1が正しいです。2は通気管の機能を逆にしており、通気管は空気の流れを確保して封水破壊を防ぎます。3と4も設備の役割を取り違えています。,建築設備実務の基本論点,トラップの機能説明が正しいか / 通気管の役割を逆にしていないか / 給水設備と排水設備の混同がないか,設備の基礎用語確認。
