exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links
2007,平成19年度,15,single,会計・税務,h19;single_choice;direct_question;parsed,管理組合の活動における以下の取引に関し、平成19年3月分の仕訳として正しいものは次のうちどれか。ただし、この管理組合の会計年度は、4月1日から翌年3月31日までとし、期中の取引において、企業会計原則に基づき厳格な発生主義によって経理しているものとする。（取引）平成19年3月分を含む以下の内容の管理委託費、水道光熱費、修繕費、損害保険料の請求書が管理組合宛に平成19年4月20日に到着したので、4月27日に、普通預金から振込みにより支払った。（請求書の内容と金額）,,,,,,".管理委託費 1,200,000円 ......... 平成19年5月分",". 水道光熱費 113,000円 （内訳） 電気料 95,000円 平成19年3月分 水道料 12,000円 平成19年3月分 ガス代 6,000円、 ・・・・・・・・• 平成19年3月分",". 修繕費 85,000円 ・・・・・・・・・ 平成19年3月共用部分の修繕分",".損書保険料 980,000円 平成19年5月1日から平成20年 •••••••••14月30日の間の火災保険彩 合 計 2,378,000円 （単位：円） （貸方） 未払金 2,378,000 1 2 3 （借方） 管理委託費 水道光熱費 修繕費 損害保険料 （借方） 前払委託管理費 水道光熱費 修繕費 前払保険料 （借方） 水道光熱費 修繕費 4 （借方） 水道光熱費 修繕費 1,200,000 113,000 85,000 980,000 （貸方） 普通預金 1,200,000 113,000 85,000 980,000 2,378,000 （貸方） 未払金 113,000 85,000 198,000 113,000 85,000 （貸方） 普通預金 9 198,000",3,FALSE,FALSE,,"正解は3です。設問は平成19年3月分の仕訳を問うているので、3月に対応する費用だけを発生主義で計上します。請求内容のうち、3月分として計上するのは水道光熱費113,000円と共用部分修繕費85,000円で、合計198,000円です。これに対し、5月分の管理委託費1,200,000円や、5月1日以後を対象とする損害保険料980,000円は3月の費用ではありません。したがって、水道光熱費と修繕費を借方に、未払金198,000円を貸方に計上する3が正解です。",設問は平成19年3月分の仕訳を問うているので、3月に対応する費用だけを発生主義で計上します。,"正解は3です。設問は平成19年3月分の仕訳を問うているので、3月に対応する費用だけを発生主義で計上します。請求内容のうち、3月分として計上するのは水道光熱費113,000円と共用部分修繕費85,000円で、合計198,000円です。これに対し、5月分の管理委託費1,200,000円や、5月1日以後を対象とする損害保険料980,000円は3月の費用ではありません。したがって、水道光熱費と修繕費を借方に、未払金198,000円を貸方に計上する3が正解です。","1:（1）の内容は、正答（3）「. 修繕費 85,000円 ・・・・・・・・・ 平成19年3月共用部分の修繕分」が示す論点とずれています。;2:（2）の内容は、正答（3）「. 修繕費 85,000円 ・・・・・・・・・ 平成19年3月共用部分の修繕分」が示す論点とずれています。;4:（4）の内容は、正答（3）「. 修繕費 85,000円 ・・・・・・・・・ 平成19年3月共用部分の修繕分」が示す論点とずれています。",,
2007,平成19年度,16,single,会計・税務,h19;single_choice;direct_question;parsed,管理組合の税務に関する次の記述のうち、消費税法（昭和63年法律第108号）の規定によれば、誤っているものはどれか。,,,,,,管理組合が支払う管理報酬、修繕費、備品の購入代、エレベーターの管理保守料は、 消費税の課税対象となる。,"消費税法上、管理組合の基準期間における課税売上高が、1,050万円の場合であっ ても、当該期間に臨時収入である備品の譲渡による課税売上高が80万円あったときは、 それを差しらくと1,000万円を下回るので、消費税の納税義務は生じない。",消費税の納税義務者は事業者とされ、また、法人格のない社団は消費税法上、法人 とみなされ、非法人管理組合及び管理組合法人は、事業者として消費税の納税義務者 となる。,管理組合の支出のうち、管理組合が雇用している従業員の人件費は不課税取引であ るので、消費税の課税対象とはならない。,2,FALSE,FALSE,,"正解は2です。この設問は誤っているものを選ぶ問題です。消費税の納税義務判定では、基準期間の課税売上高をみるため、備品の譲渡のような課税売上も原則として含めて判断します。したがって、1,050万円の課税売上高から80万円を差し引いて1,000万円未満だから納税義務が生じないとする記述は誤っており、これが本問の正答（2）です。1、3、4は、管理組合の取引や人格なき社団の扱い、人件費の不課税性の説明として妥当です。","したがって、1,050万円の課税売上高から80万円を差し引いて1,000万円未満だから納税義務が生じないとする記述は誤っており、これが本問の正答（2）です。","（2）です したがって、1,050万円の課税売上高から80万円を差し引いて1,000万円未満だから納税義務が生じないとする記述は誤っており、これが本問の正答（2）です。","1:（1）の内容は、正答（2）「消費税法上、管理組合の基準期間における課税売上高が、1,050万円の場合であっ ても、当該期間に臨時収入である備…」が示す論点とずれています。;3:（3）の内容は、正答（2）「消費税法上、管理組合の基準期間における課税売上高が、1,050万円の場合であっ ても、当該期間に臨時収入である備…」が示す論点とずれています。;4:（4）の内容は、正答（2）「消費税法上、管理組合の基準期間における課税売上高が、1,050万円の場合であっ ても、当該期間に臨時収入である備…」が示す論点とずれています。",,
2007,平成19年度,17,single,建築・設備,h19;single_choice;direct_question;parsed,建築基準法（昭和25年法律第201号）第2条の用語の定義に関する次の記述のうち、誤っているものはどれか。,,,,,,耐火性能とは、通常の火災が終了するまでの間当該火災による建築物の倒壊及び延 焼を防止するために当該建築物の部分に必要とされる性能をいう。,準耐火性能とは、通常の火災による延焼を抑制するために当該建築物の部分に必要 とされる性能をいう。,防火性能とは、当該建築物で発生した通常の火災が、周囲建築物に延焼することを 抑制するために当該建築物の内壁又は天井に必要とされる性能をいう。,遮炎性能とは、通常の火災時における火炎を有効に遮るために防火設備に必要とさ れる性能をいう。 10,3,FALSE,FALSE,,正解は3です。この設問は誤っているものを選ぶ問題です。3は、防火性能を『内壁又は天井に必要とされる性能』として説明していますが、防火性能の捉え方がずれており、建築基準法上の定義として適切ではありません。1の耐火性能、2の準耐火性能、4の遮炎性能は、いずれも法の定義に沿った説明です。用語の違いを問う基本問題として整理すると解きやすいです。,この設問は誤っているものを選ぶ問題です。,正解は3です。この設問は誤っているものを選ぶ問題です。3は、防火性能を『内壁又は天井に必要とされる性能』として説明していますが、防火性能の捉え方がずれており、建築基準法上の定義として適切ではありません。1の耐火性能、2の準耐火性能、4の遮炎性能は、いずれも法の定義に沿った説明です。用語の違いを問う基本問題として整理すると解きやすいです。,1:（1）の内容は、正答（3）「防火性能とは、当該建築物で発生した通常の火災が、周囲建築物に延焼することを 抑制するために当該建築物の内壁又は天…」が示す論点とずれています。;2:（2）の内容は、正答（3）「防火性能とは、当該建築物で発生した通常の火災が、周囲建築物に延焼することを 抑制するために当該建築物の内壁又は天…」が示す論点とずれています。;4:（4）の内容は、正答（3）「防火性能とは、当該建築物で発生した通常の火災が、周囲建築物に延焼することを 抑制するために当該建築物の内壁又は天…」が示す論点とずれています。,,
2007,平成19年度,18,single,建築・設備,h19;single_choice;direct_question;parsed,建築基準法における容積率算定において、延べ面積にすべてを算入しなければならないものは、次のうちどれか。,,,,,,建築基準法施行令第2条第1項第8号により、階数に算入しない昇降機の屋上部 分の床面積,自動車車庫の用途に供する部分の床面積,地階でその天井が地盤面からの高さ1m以下にあるものの住宅の用途に供する部分 の床面積,共同住宅の共用の廊下と階段の用に供する部分の床面積,1,FALSE,FALSE,,正解は1です。容積率算定で延べ面積に必ず算入しなければならないものを問う問題です。2の自動車車庫、3の一定の地階住宅部分、4の共同住宅の共用廊下・階段は、容積率計算で一定の不算入措置が認められることがあります。これに対し、1の昇降機の屋上部分の床面積は、階数不算入の扱いがあっても、延べ面積には算入する整理になるため、1が正解です。,容積率算定で延べ面積に必ず算入しなければならないものを問う問題です。,正解は1です。容積率算定で延べ面積に必ず算入しなければならないものを問う問題です。2の自動車車庫、3の一定の地階住宅部分、4の共同住宅の共用廊下・階段は、容積率計算で一定の不算入措置が認められることがあります。これに対し、1の昇降機の屋上部分の床面積は、階数不算入の扱いがあっても、延べ面積には算入する整理になるため、1が正解です。,2:（2）「自動車車庫の用途に供する部分の床面積」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「建築基準法施行令第2条第1項第8号により、階数に算入しない昇降機の屋上部 分の床面積」です。問題文の条件（建築基準法における容積率算定において、延べ面積にすべてを算入しなければならないものは、次のうちど…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）の内容は、正答（1）「建築基準法施行令第2条第1項第8号により、階数に算入しない昇降機の屋上部 分の床面積」が示す論点とずれています。;4:（4）の内容は、正答（1）「建築基準法施行令第2条第1項第8号により、階数に算入しない昇降機の屋上部 分の床面積」が示す論点とずれています。,,
2007,平成19年度,19,single,建築・設備,h19;single_choice;direct_question;parsed,昇降機についての定期検査をすることができる者が有しなければならない資格として、建築基準法第12条第3項の定める内容に適合しないものは、次のうちどれか。一級建築士二級建築士3 国土交通大臣が定める要件を満たし、かつ、国土交通大臣の登録を受けた建築設備検査資格者講習の修了者に該当する者4 国土交通大臣が定める要件を満たし、かつ、建築基準適合判定資格者に該当する者,,,,,,一級建築士,二級建築士,国土交通大臣が定める要件を満たし、かつ、国土交通大臣の登録を受けた建築設備検査資格者講習の修了者に該当する者,国土交通大臣が定める要件を満たし、かつ、建築基準適合判定資格者に該当する者,3,FALSE,FALSE,,正解は3です。昇降機の定期検査を行う資格としては、一級建築士や二級建築士、一定の要件を満たした建築基準適合判定資格者などが法令上の枠組みに入ります。他方、3の建築設備検査資格者講習の修了者は、ここで問われている昇降機の定期検査資格としては適合しません。そのため、適合しないものは3です。,昇降機の定期検査を行う資格としては、一級建築士や二級建築士、一定の要件を満たした建築基準適合判定資格者などが法令上の枠組みに入ります。,正解は3です。昇降機の定期検査を行う資格としては、一級建築士や二級建築士、一定の要件を満たした建築基準適合判定資格者などが法令上の枠組みに入ります。他方、3の建築設備検査資格者講習の修了者は、ここで問われている昇降機の定期検査資格としては適合しません。そのため、適合しないものは3です。,1:（1）「一級建築士」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「国土交通大臣が定める要件を満たし、かつ、国土交通大臣の登録を受けた建築設備検査資格者講習の修了者に該当する者」です。問題文の条件（昇降機についての定期検査をすることができる者が有しなければならない資格として、建築基準法第12条…）と照らし、設問が問う論点に合う肢を選び直してください。;2:（2）「二級建築士」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「国土交通大臣が定める要件を満たし、かつ、国土交通大臣の登録を受けた建築設備検査資格者講習の修了者に該当する者」です。問題文の条件（昇降機についての定期検査をすることができる者が有しなければならない資格として、建築基準法第12条…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）の内容は、正答（3）「国土交通大臣が定める要件を満たし、かつ、国土交通大臣の登録を受けた建築設備検査資格者講習の修了者に該当する者」が示す論点とずれています。,,
2007,平成19年度,20,single,建築・設備,h19;single_choice;direct_question;parsed,昇降機に関する次の記述のうち、建築基準法の規定によれば、正しいものはどれか。,,,,,,乗用エレベーターのかごの積載荷重の最小値は、単位床面積当たりでは、床面積が 小さいものほど大きくしなければならない。,乗用エレベーターの最大定員の算定においては、1人当たりの体重を60kgとして計 算しなければならない。,エレベーターの出入口の床先とかごの床先の水平距離は、6cm以下としなければな らない。,光ファイバー又は光ファイバーケーブル（電気導体を組み込んだものを除く。）は、 昇降機に必要な配管設備でなくても昇降路内に設けることができる場合がある。,4,FALSE,FALSE,,正解は4です。建築基準法上、昇降路内には原則として昇降機に関係のない設備を設けませんが、光ファイバー又は電気導体を組み込まない光ファイバーケーブルについては、一定の場合に設置が認められます。したがって4が正しいです。1から3は、積載荷重や最大定員、出入口の床先間距離の説明が法令基準と一致していません。,建築基準法上、昇降路内には原則として昇降機に関係のない設備を設けませんが、光ファイバー又は電気導体を組み込まない光ファイバーケーブルについては、一定の場合に設置が認められます。,正解は4です。建築基準法上、昇降路内には原則として昇降機に関係のない設備を設けませんが、光ファイバー又は電気導体を組み込まない光ファイバーケーブルについては、一定の場合に設置が認められます。したがって4が正しいです。1から3は、積載荷重や最大定員、出入口の床先間距離の説明が法令基準と一致していません。,1:（1）の内容は、正答（4）「光ファイバー又は光ファイバーケーブル（電気導体を組み込んだものを除く。）は、 昇降機に必要な配管設備でなくても昇…」が示す論点とずれています。;2:（2）の内容は、正答（4）「光ファイバー又は光ファイバーケーブル（電気導体を組み込んだものを除く。）は、 昇降機に必要な配管設備でなくても昇…」が示す論点とずれています。;3:（3）の内容は、正答（4）「光ファイバー又は光ファイバーケーブル（電気導体を組み込んだものを除く。）は、 昇降機に必要な配管設備でなくても昇…」が示す論点とずれています。,,
2007,平成19年度,21,single,建築・設備,h19;single_choice;direct_question;parsed,共同住宅の非常用の照明装置に関する次の記述のうち、建築基準法の規定によれば、誤っているものはどれか。,,,,,,住戸内には非常用の照明装置を設けない設計とすることができる。,非常用の照明装置が必要な部分は、蛍光灯の間接照明とし、床面から1mの高さに おいて2ルクス以上の照度を確保しなければならない。,予備電源は、常用の電源が断たれた場合に自動的に切り替えられて接続され、かつ、 常用の電源が復旧した場合に自動的に切り替えられて復帰するものとしなければなら ない。,非常用の照明装置の水平面の照度測定は、十分に補正された低照度測定用照度計を 用いた物理測定方法によって行わなければならない。 12,2,FALSE,FALSE,,正解は2です。この設問は誤っているものを選ぶ問題です。非常用照明は、必要部分に一定の照度を確保する必要がありますが、2の説明は照明方式や照度基準の示し方が建築基準法上の基準と一致していません。1の住戸内を原則対象外とする扱い、3の予備電源の自動切替え、4の照度測定方法はいずれも制度趣旨に沿う説明です。,この設問は誤っているものを選ぶ問題です。,正解は2です。この設問は誤っているものを選ぶ問題です。非常用照明は、必要部分に一定の照度を確保する必要がありますが、2の説明は照明方式や照度基準の示し方が建築基準法上の基準と一致していません。1の住戸内を原則対象外とする扱い、3の予備電源の自動切替え、4の照度測定方法はいずれも制度趣旨に沿う説明です。,1:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（1）「住戸内には非常用の照明装置を設けない設計とすることができる。」は本問の正答（2）とは異なるため不適です。;3:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（3）「予備電源は、常用の電源が断たれた場合に自動的に切り替えられて接続され、かつ、 常用の電源が復旧した場合に自動的に切り替えられて復帰するものとしな…」は本問の正答（2）とは異なるため不適です。;4:根拠の記述が異なります。解説では「度基準の示し方が建築基準法」が根拠ですが、（4）は「用いた物理測定方法」を根拠とする内容です。 正答の解説と、主体・手続・効果のいずれかが一致していません。,,
2007,平成19年度,22,single,建築・設備,h19;single_choice;most_inappropriate;parsed,共同住宅に設置する共同住宅用スプリンクラー設備に関する次の記述のうち、最も不適切なものはどれか。,,,,,,スプリンクラーの制御弁は、パイプシャフト、パイプダクトその他これらに類する ものの中に設ける。,スプリンクラーヘッドは、自治省令に規定する小区画型ヘッドのうち、感度種別が 一種であるものに限る。,4個のスプリンクラーヘッドを同時に使用した場合の放水量は、それぞれの先端に おいて、50%/min以上である。,スプリンクラーの水源の水量は、2m以上でなければならない。,4,FALSE,FALSE,,正解は4です。この設問は最も不適切なものを選ぶ問題です。共同住宅用スプリンクラー設備の水源は、必要水量を確保することが重要であり、4の『水量は2m以上』という記述は単位・内容とも不適切です。1から3は、制御弁の設置場所や小区画型ヘッド、同時放水時の放水量に関する説明として制度の枠組みに沿っています。,この設問は最も不適切なものを選ぶ問題です。,正解は4です。この設問は最も不適切なものを選ぶ問題です。共同住宅用スプリンクラー設備の水源は、必要水量を確保することが重要であり、4の『水量は2m以上』という記述は単位・内容とも不適切です。1から3は、制御弁の設置場所や小区画型ヘッド、同時放水時の放水量に関する説明として制度の枠組みに沿っています。,1:（1）「スプリンクラーの制御弁は、パイプシャフト、パイプダクトその他これらに類する ものの中に設ける。」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「スプリンクラーの水源の水量は、2m以上でなければならない。」です。解説のポイント：正解は4です。この設問は最も不適切なものを選ぶ問題です。共同住宅用スプリンクラー設備の水源は、必要水量を確保することが重要であり、4の『水量は2m以上』という記述は単位・内容とも不適切です。1から3は、制御弁の設置場所や小区画型ヘッド、同時…;2:（2）「スプリンクラーヘッドは、自治省令に規定する小区画型ヘッドのうち、感度種別が 一種であるものに限る。」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「スプリンクラーの水源の水量は、2m以上でなければならない。」です。解説のポイント：正解は4です。この設問は最も不適切なものを選ぶ問題です。共同住宅用スプリンクラー設備の水源は、必要水量を確保することが重要であり、4の『水量は2m以上』という記述は単位・内容とも不適切です。1から3は、制御弁の設置場所や小区画型ヘッド、同時…;3:（3）「4個のスプリンクラーヘッドを同時に使用した場合の放水量は、それぞれの先端に おいて、50%/min以上である。」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「スプリンクラーの水源の水量は、2m以上でなければならない。」です。解説のポイント：正解は4です。この設問は最も不適切なものを選ぶ問題です。共同住宅用スプリンクラー設備の水源は、必要水量を確保することが重要であり、4の『水量は2m以上』という記述は単位・内容とも不適切です。1から3は、制御弁の設置場所や小区画型ヘッド、同時…,,
2007,平成19年度,23,single,建築・設備,h19;single_choice;direct_question;parsed,給排水衛生設備に関する次の事項のうち、建築基準法、同法施行令、同法施行規則及び関係告示において数値が明示されているものはどれか。,,,,,,飲料水の配管設備において、水の逆流防止のために必要な水槽、流しなどのあふれ 縁と水栓の垂直距離,給水タンクに設置する通気管の有効断面積,給水タンクに設置する場合の点検用マンホールに内接する円の直径,屋外排水の容能と管径の関係 13,3,FALSE,FALSE,,正解は3です。法令上、数値が明示されているものを問う問題で、給水タンクの点検用マンホールに内接する円の直径には具体的な数値基準があります。1のあふれ縁と水栓の垂直距離、2の通気管の有効断面積、4の屋外排水の容量と管径の関係は、ここでいう形で数値が直接明示されているものとしては扱われません。,法令上、数値が明示されているものを問う問題で、給水タンクの点検用マンホールに内接する円の直径には具体的な数値基準があります。,正解は3です。法令上、数値が明示されているものを問う問題で、給水タンクの点検用マンホールに内接する円の直径には具体的な数値基準があります。1のあふれ縁と水栓の垂直距離、2の通気管の有効断面積、4の屋外排水の容量と管径の関係は、ここでいう形で数値が直接明示されているものとしては扱われません。,1:（1）の内容は、正答（3）「給水タンクに設置する場合の点検用マンホールに内接する円の直径」が示す論点とずれています。;2:（2）の内容は、正答（3）「給水タンクに設置する場合の点検用マンホールに内接する円の直径」が示す論点とずれています。;4:（4）「屋外排水の容能と管径の関係 13」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「給水タンクに設置する場合の点検用マンホールに内接する円の直径」です。問題文の条件（給排水衛生設備に関する次の事項のうち、建築基準法、同法施行令、同法施行規則及び関係告示において数…）と照らし、設問が問う論点に合う肢を選び直してください。,,
2007,平成19年度,24,single,建築・設備,h19;single_choice;direct_question;parsed,火を使用する室に設けなければならない換気設備等に関する次の記述のうち、建築基準法の規定によれば、誤っているものはどれか。,,,,,,火を使用する設備又は器具の近くに排気フードを有する排気筒を設ける場合におい ては、排気フードは、不燃材料で造らなければならない。,換気上有効な排気のための換気扇を設けた場合には、給気口の設置高さに対する数 値上の制限はない。,煙突、排気フードなどを設けず、排気口又は排気筒に換気扇等を設けた場合に必要 となる有効換気量は、（燃料の単位燃焼量当たりの理論廃ガス量）✕（火を使用する 設備又は器具の実況に応じた燃料消費量）の40倍以上である。,火を使用する設備又は器具の通常の使用状態において、当該室内の酸素の含有率を おおむね15%以上に保つ換気ができるものとして、国土交通大臣の認定を受けたもの は、有効換気量についての規制は受けない。,4,FALSE,FALSE,,正解は4です。この設問は誤っているものを選ぶ問題です。国土交通大臣の認定を受けた機器であっても、有効換気量について一切の規制を受けないというわけではありません。したがって、記述として誤っているのは（4）であり、これが本問の正答です。1の排気フードを不燃材料とすること、2の換気扇設置時の給気口高さ、3の有効換気量の考え方は、法令の基本構造に沿っています。,したがって、記述として誤っているのは（4）であり、これが本問の正答です。,（4）であり したがって、記述として誤っているのは（4）であり、これが本問の正答です。,1:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（1）「火を使用する設備又は器具の近くに排気フードを有する排気筒を設ける場合におい ては、排気フードは、不燃材料で造らなければならない。」は本問の正答（4）とは異なるため不適です。;2:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（2）「換気上有効な排気のための換気扇を設けた場合には、給気口の設置高さに対する数 値上の制限はない。」は本問の正答（4）とは異なるため不適です。;3:（3）の内容は、正答（4）「火を使用する設備又は器具の通常の使用状態において、当該室内の酸素の含有率を おおむね15%以上に保つ換気ができる…」が示す論点とずれています。,,
2007,平成19年度,25,single,建築・設備,h19;single_choice;most_appropriate;parsed,駐車場設備に関する次の記述のうち、最も適切なものはどれか。,,,,,,平面自走式は、敷地を平面的に利用する方式であり、1台（普通自動車）当たりの 利用面積は、2.0m✕5.0mである。,立体自走式は、駐車区画まで車が自走して出入りする2階建て以上の立体構造の駐 車場であり、建築基準法の建築物に該当する。,二段式・多段式は、駐車区画が上下二段以上の立体構造を有する機械式駐車場であ り、屋根の有無を問わず建築基準法の建築物に該当する。,すべての機械式駐車装置において、建築基準法により保守点検の基準が定められて いる。 14,2,FALSE,FALSE,,正解は2です。立体自走式駐車場は、車が自走して出入りする複数階の立体構造物であり、建築基準法上の建築物に該当します。1は平面自走式の1台当たり面積の説明が不十分です。3は、二段式・多段式が屋根の有無を問わず当然に建築物となるとする点が適切ではありません。4も、すべての機械式駐車装置について建築基準法で一律の保守点検基準が定められているわけではありません。,立体自走式駐車場は、車が自走して出入りする複数階の立体構造物であり、建築基準法上の建築物に該当します。,正解は2です。立体自走式駐車場は、車が自走して出入りする複数階の立体構造物であり、建築基準法上の建築物に該当します。1は平面自走式の1台当たり面積の説明が不十分です。3は、二段式・多段式が屋根の有無を問わず当然に建築物となるとする点が適切ではありません。4も、すべての機械式駐車装置について建築基準法で一律の保守点検基準が定められているわけではありません。,1:（1）の内容は、正答（2）「立体自走式は、駐車区画まで車が自走して出入りする2階建て以上の立体構造の駐 車場であり、建築基準法の建築物に該当…」が示す論点とずれています。;3:（3）の内容は、正答（2）「立体自走式は、駐車区画まで車が自走して出入りする2階建て以上の立体構造の駐 車場であり、建築基準法の建築物に該当…」が示す論点とずれています。;4:（4）の内容は、正答（2）「立体自走式は、駐車区画まで車が自走して出入りする2階建て以上の立体構造の駐 車場であり、建築基準法の建築物に該当…」が示す論点とずれています。,,
2007,平成19年度,26,single,建築・設備,h19;single_choice;most_inappropriate;parsed,コンクリートの中性化に関する次の記述のうち、最も不適切なものはどれか。,,,,,,打ち放しコンクリートの場合、中性化は屋外側よりも屋内側の方が進行しやすい。,豆板（ジャンカ）があるとその周囲で中性化が進行しやすい。,中性化してもコンクリート自体の強度は低下しない。,中性化は空気中の酸素の作用により進行する。,4,FALSE,FALSE,,正解は4です。この設問は最も不適切なものを選ぶ問題です。コンクリートの中性化は、主として空気中の二酸化炭素がコンクリート中に浸透して進行する現象であり、酸素の作用によるものではありません。したがって、最も不適切な記述は（4）であり、これが本問の正答です。1から3は、中性化の進みやすさや豆板の影響、中性化と圧縮強度の関係を述べたものとして妥当です。,したがって、最も不適切な記述は（4）であり、これが本問の正答です。,（4）であり したがって、最も不適切な記述は（4）であり、これが本問の正答です。,1:（1）「打ち放しコンクリートの場合、中性化は屋外側よりも屋内側の方が進行しやすい。」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「中性化は空気中の酸素の作用により進行する。」です。解説のポイント：正解は4です。この設問は最も不適切なものを選ぶ問題です。コンクリートの中性化は、主として空気中の二酸化炭素がコンクリート中に浸透して進行する現象であり、酸素の作用によるものではありません。したがって、最も不適切な記述は（4）であり、これが本…;2:（2）「豆板（ジャンカ）があるとその周囲で中性化が進行しやすい。」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「中性化は空気中の酸素の作用により進行する。」です。解説のポイント：正解は4です。この設問は最も不適切なものを選ぶ問題です。コンクリートの中性化は、主として空気中の二酸化炭素がコンクリート中に浸透して進行する現象であり、酸素の作用によるものではありません。したがって、最も不適切な記述は（4）であり、これが本…;3:（3）「中性化してもコンクリート自体の強度は低下しない。」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「中性化は空気中の酸素の作用により進行する。」です。解説のポイント：正解は4です。この設問は最も不適切なものを選ぶ問題です。コンクリートの中性化は、主として空気中の二酸化炭素がコンクリート中に浸透して進行する現象であり、酸素の作用によるものではありません。したがって、最も不適切な記述は（4）であり、これが本…,,
2007,平成19年度,27,single,建築・設備,h19;single_choice;most_inappropriate;parsed,建物の躯体コンクリートに裂を発生させる要因として、最も不適切なものはどれか。,,,,,,建物の不同沈下,コンクリートの乾燥収縮,温度変化によるコンクリートの膨張・収縮,紫外線によるコンクリートの化学変化 15,4,FALSE,FALSE,,正解は4です。この設問は最も不適切なものを選ぶ問題です。躯体コンクリートのひび割れ要因としては、不同沈下、乾燥収縮、温度変化による膨張収縮などが典型です。他方、紫外線による化学変化は、ここで問う躯体コンクリートのひび割れ要因として一般的ではありません。そのため4が不適切です。,この設問は最も不適切なものを選ぶ問題です。,正解は4です。この設問は最も不適切なものを選ぶ問題です。躯体コンクリートのひび割れ要因としては、不同沈下、乾燥収縮、温度変化による膨張収縮などが典型です。他方、紫外線による化学変化は、ここで問う躯体コンクリートのひび割れ要因として一般的ではありません。そのため4が不適切です。,1:（1）「建物の不同沈下」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「紫外線によるコンクリートの化学変化 15」です。問題文の条件（建物の躯体コンクリートに裂を発生させる要因として、最も不適切なものはどれか。…）と照らし、設問が問う論点に合う肢を選び直してください。;2:（2）「コンクリートの乾燥収縮」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「紫外線によるコンクリートの化学変化 15」です。問題文の条件（建物の躯体コンクリートに裂を発生させる要因として、最も不適切なものはどれか。…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）「温度変化によるコンクリートの膨張・収縮」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「紫外線によるコンクリートの化学変化 15」です。解説のポイント：正解は4です。この設問は最も不適切なものを選ぶ問題です。躯体コンクリートのひび割れ要因としては、不同沈下、乾燥収縮、温度変化による膨張収縮などが典型です。他方、紫外線による化学変化は、ここで問う躯体コンクリートのひび割れ要因として一般的では…,,
